transaction_date,total_canceled_ahead_days,total_bookings,total_booked_ahead_days,cancelation_rate,seven_day_rolling_avg
2021-01-28,553,4750,76149,0.042736842105263156,0.04115557833432103
2021-01-29,929,5621,89737,0.047322540473225407,0.04221907944987956
2021-01-30,1592,7054,68709,0.0337397221434647,0.041247314974564894
2021-01-31,960,4923,55555,0.035547430428600445,0.040498377131910644
2021-02-01,223,4460,89613,0.05336322869955157,0.04294313102571419
2021-02-02,3513,4866,86986,0.04665022605836416,0.042867236287229125
2021-02-03,1052,5334,85660,0.04349456317960255,0.04288341488068985
2021-02-04,2054,5686,96993,0.04256067534294759,0.043176903553877446
2021-02-05,1990,6778,101794,0.051195042785482446,0.04423417863890486
2021-02-06,-106,7199,66228,0.033476871787748295,0.04250347005322022
2021-02-07,984,5061,60066,0.036751630112625965,0.042879958549365375
2021-02-08,1028,5600,107762,0.04303571428571429,0.04381599403150461
2021-02-09,2535,6094,96413,0.042829012143091566,0.042499216961947105
2021-02-10,-740,6493,87644,0.0457415678422917,0.04238563468493805
2021-02-11,2192,6913,91082,0.05974251410386229,0.044416628550470516
2021-02-12,2090,7997,85838,0.0642741027885457,0.04713080698117028
2021-02-13,910,8546,75342,0.07406974022934706,0.04999014416165336
2021-02-14,411,6993,62168,0.08136708136708137,0.055976420359069995
2021-02-15,1609,6832,82183,0.07084309133489461,0.060237853011853575
2021-02-16,1199,5750,80286,0.06626086956521739,0.06314099742179147
2021-02-17,1311,6175,91072,0.06688259109311741,0.06614769479054469
2021-02-18,967,6647,91239,0.0627350684519332,0.06827188236674989
2021-02-19,4187,7864,151850,0.04908443540183113,0.06693962252899599
2021-02-20,321,8515,79952,0.054139753376394595,0.06567282885247709
2021-02-21,2738,6285,82660,0.06284805091487669,0.0642701176881683
2021-02-22,-486,6278,113780,0.0402994584262504,0.05913666482056443
2021-02-23,1545,7139,126950,0.04300322173973946,0.05565668112117003
2021-02-24,3114,7082,103047,0.03784241739621576,0.05210437460004483
2021-02-25,1653,7369,114174,0.032161758718957795,0.04776427055327488
2021-02-26,1898,9027,113388,0.040545031571950815,0.04499051594327708
2021-02-27,2139,9673,96991,0.037630517936524346,0.04355877626011373
2021-02-28,1032,7338,98919,0.041428182065958025,0.04196982984630916
2021-03-01,2365,7528,152581,0.046625929861849096,0.03994206471468071
2021-03-02,2259,7882,149274,0.046181172291296625,0.04067727894781149
2021-03-03,1669,7237,117818,0.0475335083598176,0.041243564775321255
2021-03-04,2896,7903,122335,0.04352777426293813,0.041954234383661554
2021-03-05,2840,9251,126333,0.03794184412495946,0.04267674505941176
2021-03-06,136,10475,152003,0.027780429594272075,0.04108116981220192
2021-03-07,1134,8077,116227,0.03578061161322273,0.040849931521789215
2021-03-08,4333,7797,149016,0.045530332179043224,0.04136270028592487
2021-03-09,2312,8167,154703,0.046161381168115585,0.04130463169920818
2021-03-10,7614,8298,154405,0.0547119787900699,0.04237098251155484
2021-03-11,300,9204,146146,0.04563233376792699,0.04213333568756851
2021-03-12,2294,10518,137137,0.048583380870888,0.04276528651356225
2021-03-13,709,11709,119507,0.04193355538474677,0.04326425042103566
2021-03-14,-191,10038,121884,0.03715879657302251,0.04443654629337947
2021-03-15,3490,11392,182925,0.04134480337078652,0.04513207026307494
2021-03-16,2033,11395,168004,0.04387889425186485,0.044925640522177644
2021-03-17,3638,11224,160725,0.045972915181753386,0.044902082273882364
2021-03-18,-1224,11602,149961,0.052921910015514564,0.04467832367706295
2021-03-19,1673,13353,153768,0.036021867745076014,0.04347701542420658
2021-03-20,1927,13238,124320,0.03444629098051065,0.04170987918790941
2021-03-21,801,10346,123121,0.03846897351633482,0.04127680645435791
2021-03-22,4102,11155,166128,0.045271178843567905,0.042290854238176086
2021-03-23,95,11087,185629,0.03752142148462163,0.041812931502405476
2021-03-24,1385,11689,165988,0.04662503208144409,0.042156198731102885
2021-03-25,1696,11572,167990,0.08010715520221223,0.04642297873366024
2021-03-26,3595,13318,171561,0.04077188767082145,0.0449042259405736
2021-03-27,389,13272,121487,0.03202230259192285,0.044404280296429455
2021-03-28,-39,11242,136916,0.0338907667674791,0.04433483976980051
2021-03-29,3191,12520,170301,0.04225239616613419,0.04480776760102543
2021-03-30,5166,12503,162849,0.037830920579061025,0.04387773531796207
2021-03-31,1798,12125,157379,0.04560824742268041,0.04488858856021942
2021-04-01,2225,12567,147794,0.06493196466937216,0.047176955133710424
2021-04-02,3707,12669,151377,0.04814902517957218,0.04318218888088042
2021-04-03,1455,12167,114187,0.03731404619051533,0.04274995869584215
2021-04-04,1132,8482,92876,0.039966988917708085,0.04374304448656531
2021-04-05,2418,11462,159758,0.033676496248473214,0.04371626067168957
2021-04-06,4530,12568,184446,0.033099936346276254,0.042572203194207334
2021-04-07,3902,12408,183869,0.029497098646034815,0.041530475452579055
2021-04-08,2453,12952,169165,0.039376158122297715,0.04075146429003122
2021-04-09,5241,13501,194405,0.040959928894155985,0.0377549598181292
2021-04-10,1553,12927,150083,0.05631623733271447,0.03877586133727198
2021-04-11,1183,9507,143691,0.0535394972125802,0.040804042715030096
2021-04-12,4273,9867,186467,0.04702543832978615,0.041686348891539854
2021-04-13,5143,10213,170696,0.041417800842064034,0.0426540119657387
2021-04-14,3523,10668,178425,0.045181852268466445,0.04416425145601248
2021-04-15,3103,10694,179255,0.04638114830746213,0.046274757663690894
2021-04-16,2627,11896,171988,0.04329186281102892,0.046764220749782294
2021-04-17,2681,12723,145248,0.04000628782519846,0.046645015616162605
2021-04-18,899,10600,147749,0.03830188679245283,0.044393221798629895
2021-04-19,2398,10075,196266,0.04406947890818859,0.043209469510580946
2021-04-20,4066,9560,194536,0.03901673640167364,0.04220838176956688
2021-04-21,3955,9822,170743,0.0492771329668092,0.04319079828516003
2021-04-22,1650,10298,156334,0.04932996698388036,0.043709312624586764
2021-04-23,1455,12050,197662,0.04730290456431535,0.04382453215669342
2021-04-24,1115,11821,129069,0.0521952457490906,0.044937455023951134
2021-04-25,1792,10076,148005,0.03979753870583565,0.044911361384030776
2021-04-26,3564,10274,198291,0.045746544675880865,0.045841943619459286
2021-04-27,5861,10123,174998,0.04168724686357799,0.045544164613882956
2021-04-28,4599,10683,175910,0.03950201254329308,0.04560482413158539
2021-04-29,2614,11235,178460,0.04521584334668447,0.045097162929069796
2021-04-30,2163,12980,180282,0.038751926040061634,0.04377490781109246
2021-05-01,2651,13790,135442,0.03676577229876722,0.04245776627789894
2021-05-02,2113,11177,135893,0.03623512570457189,0.0404627512723341
2021-05-03,619,10916,189530,0.03508611212898498,0.03987382295022777
2021-05-04,4694,11698,195477,0.03684390494101556,0.0387609929833696
2021-05-05,3526,11509,192928,0.04049005126422799,0.03861134353345085
2021-05-06,4369,11841,186083,0.03884807026433578,0.038529600748581194
2021-05-07,3558,13282,172666,0.040656527631380814,0.03795968628416824
2021-05-08,2356,14060,134425,0.03364153627311522,0.03732088756329993
2021-05-09,1298,10177,123027,0.03272084111231208,0.03681527116499304
2021-05-10,2387,10874,196228,0.039543866102630124,0.037228863714750315
2021-05-11,4960,11909,200197,0.037786547988915946,0.03756641819724169
2021-05-12,2547,12691,191015,0.035379402726341505,0.03738335542040743
2021-05-13,4550,13088,186717,0.03850855745721271,0.03713566869453052
2021-05-14,-4789,14252,177953,0.039643558798765084,0.03723510476133419
2021-05-15,833,14960,135124,0.03442513368983957,0.03645618051864153
2021-05-16,3217,12541,146765,0.04433458256917311,0.037792811305648766
2021-05-17,5099,12840,196341,0.036526479750778815,0.038268516135457106
2021-05-18,4568,12995,198736,0.041631396691035015,0.03852945745900772
2021-05-19,3566,13237,198444,0.04608294930875576,0.039566507623987696
2021-05-20,5532,13826,190155,0.056921741646173876,0.04225929998896674
2021-05-21,3376,15357,183980,0.05209350784658462,0.04395741878763823
2021-05-22,821,17070,139643,0.04018746338605741,0.04402540686104977
2021-05-23,1887,14267,143891,0.03182168640919605,0.04369997595096933
2021-05-24,2544,14853,199105,0.0414731030768195,0.04334229101442513
2021-05-25,5539,15281,197161,0.037235782998494865,0.043430953920389634
2021-05-26,2213,16151,188740,0.03386787195839267,0.042460513328809346
2021-05-27,3935,15860,158344,0.040920554854981084,0.04181521402208751
2021-05-28,4210,18548,117962,0.04372439076989433,0.040165545162552566
2021-05-29,2463,20584,100009,0.0387679751263117,0.03849985357251845
2021-05-30,2228,18369,125144,0.03696445097718983,0.03809697702141
2021-05-31,5749,17253,152083,0.04092041963716455,0.039234318674906066
2021-06-01,3319,16079,207505,0.03868399776105479,0.03888568051043548
2021-06-02,2157,17183,199721,0.03451085375080021,0.03854506435447365
2021-06-03,4537,17772,198807,0.03516767949583615,0.03870754029665408
2021-06-04,4096,19310,188211,0.03780424650440187,0.038318001752831676
2021-06-05,3108,21195,154233,0.03585751356451993,0.03733464210215988
2021-06-06,1480,17506,144384,0.03952930423854678,0.037429808241189265
2021-06-07,6284,16676,206797,0.0360997841208923,0.03732172488415207
2021-06-08,4524,18189,218006,0.03249216559459014,0.03626819312883027
2021-06-09,5185,18303,205466,0.04310768726438289,0.036821154316746284
2021-06-10,5531,19146,200191,0.03906821268150005,0.037390824183083766
2021-06-11,689,20935,221322,0.03592070695008359,0.037484952614864696
2021-06-12,3337,21129,148433,0.03696341521132093,0.03737984870322958
2021-06-13,2997,18931,140060,0.035602979240399346,0.037348031912714505
2021-06-14,5791,18465,196257,0.04186298402382887,0.03763974188587477
2021-06-15,4355,19212,204300,0.04538829897980429,0.03880080624323876
2021-06-16,3261,19840,194574,0.041179435483870964,0.039886714979398864
2021-06-17,3562,20516,189454,0.03753168258919867,0.03918971439500084
2021-06-18,2248,22229,200249,0.04440145755544559,0.03985637000424403
2021-06-19,937,21829,137694,0.036236199551055934,0.039895806579365575
2021-06-20,1355,18145,145288,0.040892807936070544,0.04038698066995928
2021-06-21,4945,18579,190044,0.04392055546584854,0.04142667769814042
2021-06-22,13444,19480,219437,0.04173511293634497,0.04141069381220494
2021-06-23,15076,19887,202497,0.05118921908784633,0.04213580882571019
2021-06-24,3901,20057,183799,0.04517126190357481,0.042634787128173174
2021-06-25,3012,20988,156635,0.04993329521631409,0.0441849887065626
2021-06-26,3281,21585,130981,0.045633541811443135,0.04433899923856229
2021-06-27,2655,19059,121240,0.04354897948475786,0.045253096730275034
2021-06-28,1574,19527,168020,0.04286372714702719,0.04549946163164462
2021-06-29,5152,19115,174242,0.04540936437352864,0.04568556274510463
2021-06-30,5081,19361,171091,0.0472083053561283,0.04636971179757755
2021-07-01,3111,20333,168957,0.052918900309841144,0.046585921950326896
2021-07-02,7455,22636,156989,0.04634210991341226,0.04673227795155658
2021-07-03,1874,22434,110841,0.04707140946777213,0.046374542232988834
2021-07-04,1531,19251,100277,0.03880317905563347,0.045520746888512625
2021-07-05,1998,19898,132270,0.04276811739873354,0.04542313912775958
2021-07-06,4103,19111,180320,0.046517712312280884,0.0458798872734163
2021-07-07,1036,19581,189584,0.043000868188550125,0.04557882525029398
2021-07-08,6898,21353,250510,0.04598885402519552,0.04542639383392739
2021-07-09,4099,23532,229333,0.03986061533231344,0.043794108211736425
2021-07-10,607,22768,157623,0.03531271960646522,0.042415434423368044
2021-07-11,2324,18767,154699,0.04300101241541003,0.04190663479182278
2021-07-12,5027,19401,201142,0.03824545126539869,0.04183691881804343
2021-07-13,3902,20346,197967,0.04069595989383663,0.04157789912993132
2021-07-14,4230,20708,188860,0.04133668147575816,0.04093027027536598
2021-07-15,4780,21403,187505,0.04237723683595757,0.040852316356291905
2021-07-16,4898,23268,175150,0.042805569881382156,0.040454405838315236
2021-07-17,1487,23321,140455,0.03589039921101154,0.0399581288231525
2021-07-18,1495,20159,139974,0.03363262066570762,0.0397481164555578
2021-07-19,2761,21011,190883,0.03878920565418114,0.03922164061040419
2021-07-20,3031,21159,181915,0.03525686469114798,0.03884806728862285
2021-07-21,771,21066,166817,0.03783347574290326,0.038490256769756176
2021-07-22,2296,21919,171256,0.04014781696245267,0.03834164870559299
2021-07-23,2367,22924,158749,0.03751526784156343,0.03773390258129372
2021-07-24,2526,23009,116957,0.03976704767699596,0.03735408730574545
2021-07-25,61,19998,120175,0.036453645364536456,0.03742449307493607
2021-07-26,4740,20634,157141,0.03867403314917127,0.03805466963536902
2021-07-27,4096,20236,164966,0.04170784740067207,0.038419499853680386
2021-07-28,2868,20108,145562,0.04510642530336185,0.03965069493020712
2021-07-29,1937,19739,137098,0.04650691524393333,0.04073487486783588
2021-07-30,2225,21302,131557,0.03933902919913623,0.04063377639742132
2021-07-31,1374,21139,102072,0.035242915937366955,0.040349732409396766
2021-08-01,1777,19974,122137,0.0335936717733053,0.03957806042143543
2021-08-02,1468,18867,160148,0.04166004134202576,0.040228859918621594
2021-08-03,3227,19320,146335,0.04730848861283644,0.041308166851579745
2021-08-04,1592,19128,142012,0.05248849853617733,0.0426557482435179
2021-08-05,1960,19352,142307,0.05213931376601902,0.043534859301350044
2021-08-06,1947,20612,134298,0.046720357073549386,0.043561539530052054
2021-08-07,1483,20999,112427,0.046049811895804565,0.04440038736713559
2021-08-08,1548,17459,101524,0.03814651469156309,0.04476333721141011
2021-08-09,1410,17605,151372,0.040897472309003126,0.04567631227837234
2021-08-10,3472,17742,164972,0.04063803404351257,0.04554856136605819
2021-08-11,818,17518,138272,0.04846443657951821,0.045693054861893415
2021-08-12,2606,17436,129963,0.05052764395503556,0.045447948039250695
2021-08-13,3175,18842,115000,0.05689417259314298,0.04604230539264119
2021-08-14,2328,19129,95361,0.047885409587537245,0.04618793695688967
2021-08-15,1077,15525,91976,0.044444444444444446,0.04598726602546965
2021-08-16,2381,14942,125807,0.04992638201044037,0.04745974944032932
2021-08-17,1959,14689,129796,0.055551773435904415,0.04929153708119197
2021-08-18,2030,14342,107806,0.06512341374982569,0.05235220954448112
2021-08-19,2385,15136,111734,0.05457188160676533,0.053115640172887
2021-08-20,2264,16926,120755,0.05358619874748907,0.053497959521943694
2021-08-21,1077,17445,90177,0.049699054170249356,0.05259856971908199
2021-08-22,4781,14264,91619,0.04395681435782389,0.05210749531536782
2021-08-23,3847,13082,133634,0.0463231921724507,0.052342338781368604
2021-08-24,6572,13596,120317,0.05707561047366873,0.05323599233927215
2021-08-25,2912,14038,130297,0.05214418008263285,0.0528100431701132
2021-08-26,4663,14120,124709,0.056728045325779033,0.05176062211710737
2021-08-27,3386,15860,124565,0.05334174022698613,0.05160685444463497
2021-08-28,272,17351,81204,0.045876318367817415,0.050643119397176015
2021-08-29,87,13648,82793,0.049531066822977726,0.05062212097876706
2021-08-30,4740,11673,122160,0.051572003769382334,0.05157401965521186
2021-08-31,4090,12067,119983,0.057677964697107814,0.052993366220794
2021-09-01,5039,12508,129770,0.05892228973456987,0.053224201128406645
2021-09-02,1175,13501,110333,0.05251462854603363,0.05327050718633174
2021-09-03,2332,16241,117214,0.045809987069761714,0.05190574990432958
2021-09-04,970,19825,77754,0.03596469104665826,0.0497336187567886
2021-09-05,922,18234,82007,0.0384995064165844,0.04881151726288447
2021-09-06,1414,15363,91125,0.031504263490203736,0.04655816684628772
2021-09-07,2296,10833,117953,0.045878334717991326,0.04584645821486384
2021-09-08,2942,10793,119682,0.045492448809413506,0.044323268728902056
2021-09-09,417,11341,114820,0.0446168768186227,0.04253509211440866
2021-09-10,3018,13658,142181,0.037633621320837606,0.040674966211259156
2021-09-11,1729,15539,88079,0.030503893429435613,0.038761704506218395
2021-09-12,1153,11575,95173,0.04267818574514039,0.039600891343528656
2021-09-13,2417,10557,130544,0.04082599223264185,0.03989170207053584
2021-09-14,-146,10421,122954,0.03349006813165723,0.04013992765071753
2021-09-15,-5257,11029,117332,0.04533502584096473,0.040072014041089205
2021-09-16,205,11420,105061,0.04308231173380035,0.03977074690663756
2021-09-17,166,13351,104381,0.04246872893416224,0.03950222842108
2021-09-18,1428,14794,89388,0.035014194943896175,0.03917480012396232
2021-09-19,485,12418,86124,0.0342245128039942,0.039639877545782146
2021-09-20,1172,10063,124886,0.04422140514757031,0.039832779971085884
2021-09-21,-165,10051,122538,0.03800616854044374,0.039480302009561125
2021-09-22,3566,10993,118532,0.040389338670062766,0.04034271082686181
2021-09-23,2190,11082,107501,0.041689225771521385,0.0398869858181814
2021-09-24,1191,13402,104764,0.04133711386360245,0.03966883608440666
2021-09-25,1220,15507,125796,0.029728509705294382,0.03807630868079818
2021-09-26,566,11567,89991,0.028702342871963344,0.03728732717180657
2021-09-27,1127,10386,121458,0.035047178894665895,0.037390160433140536
2021-09-28,555,10296,119501,0.03749028749028749,0.03654877072598018
2021-09-29,2229,10288,117780,0.04043545878693624,0.036852432006791745
2021-09-30,1866,10963,114233,0.04451336313052996,0.03736793506435014
2021-10-01,1091,14264,134012,0.03330061693774537,0.03631935896012814
2021-10-02,-50,15700,92030,0.02535031847133758,0.034321009536095036
2021-10-03,554,12815,101181,0.024502536090518924,0.0336677628342481
2021-10-04,2648,10396,127983,0.03876490958060792,0.03492558367282867
2021-10-05,406,11335,143325,0.03855315394794883,0.03536383055448904
2021-10-06,642,11149,120851,0.035698268903040634,0.035139828231083185
2021-10-07,2336,12102,122534,0.03520079325731284,0.03448549503988026
2021-10-08,786,14419,101564,0.043969762119425757,0.034417544913492235
2021-10-09,870,17536,89623,0.023323448905109487,0.03317039890941275
2021-10-10,822,13780,79625,0.024891146589259797,0.03311300242415302
2021-10-11,-362,11769,139334,0.04273940011895658,0.03539261042770773
2021-10-12,9,11187,126062,0.03825869312594976,0.03532933337087546
2021-10-13,792,11385,113478,0.038559508124725514,0.035330127642972546
2021-10-14,688,12639,113573,0.035445842234353986,0.03529857430938672
2021-10-15,1562,16574,99249,0.028538675033184507,0.03446580953137068
2021-10-16,1448,17854,79841,0.020947686792875547,0.031588050115551894
2021-10-17,675,12989,103516,0.025406112864731697,0.031848383110504676
2021-10-18,2761,15084,139630,0.025258552108194113,0.03189430880037146
2021-10-19,2510,11406,165814,0.03287743293003682,0.030661562901756492
2021-10-20,2099,11091,117999,0.03318005590118114,0.030026733248660415
2021-10-21,-1057,11759,96237,0.0297644357513394,0.02892734920198715
2021-10-22,2835,14176,95110,0.028922121896162528,0.02811188415971322
2021-10-23,856,14543,77610,0.027229594994155264,0.027948249154834563
2021-10-24,366,10268,79778,0.030677834047526296,0.02916451756166591
2021-10-25,869,8377,100980,0.03819983287573117,0.03076373256304084
2021-10-26,3952,9136,120113,0.035245183887915935,0.03201206153550607
2021-10-27,2476,9041,108739,0.04402167901780776,0.03340509229647744
2021-10-28,1250,9478,97733,0.03777168178940705,0.03397904553250568
2021-10-29,2440,11747,96837,0.03234868477057972,0.03430207665991072
2021-10-30,-223,13134,68201,0.026496116948378255,0.03399882604143768
2021-10-31,131,8712,78040,0.022382920110192838,0.033392991680942376
2021-11-01,1257,8741,159018,0.02985928383480151,0.03329067290435178
2021-11-02,370,8481,124818,0.02770899658059191,0.031979318367459375
2021-11-03,1484,8780,124027,0.029840546697038724,0.03130373871859972
2021-11-04,1408,9231,124061,0.03217419564510887,0.02982280329701236
2021-11-05,1389,9826,122851,0.029513535518013435,0.028790535013088158
2021-11-06,798,11201,110654,0.034104097848406394,0.029009961647816492
2021-11-07,773,9096,109179,0.027594547053649957,0.029147265410975454
2021-11-08,2135,8851,132230,0.02700259857643204,0.029724725219255354
2021-11-09,-301,8677,133147,0.026852598824478508,0.02934888959296498
2021-11-10,2016,9212,147442,0.02920104211897525,0.0295353952852629
2021-11-11,1628,10409,124022,0.026611586127389758,0.029131775214056778
2021-11-12,1383,11634,152048,0.03223310985043837,0.029139139489722965
2021-11-13,433,12895,90667,0.021093447072508726,0.028086628434034876
2021-11-14,210,9559,107424,0.025421069149492624,0.027001249846670655
2021-11-15,1485,8400,126859,0.032857142857142856,0.027659074322107267
2021-11-16,1995,8647,142775,0.03434717242974442,0.028577146053771315
2021-11-17,2321,8438,127444,0.031998103816070156,0.02922033417772027
2021-11-18,2152,8772,126272,0.0308937528499772,0.029431923019095516
2021-11-19,111,10456,119602,0.02964804896710023,0.029811480874059323
2021-11-20,1822,10729,94627,0.047814334979960856,0.031759134015249636
2021-11-21,1450,9946,90276,0.02764930625377036,0.03257861641290734
2021-11-22,2285,10663,127566,0.025883897589796492,0.03263646996794532
2021-11-23,2766,10998,133225,0.036552100381887616,0.033098339658538416
2021-11-24,678,10153,106107,0.030729833546734954,0.03264617229816223
2021-11-25,106,7189,93756,0.03366253999165392,0.0328542268201102
2021-11-26,416,13564,128277,0.031038041875552935,0.03287226294830717
2021-11-27,1635,13976,129272,0.03012306811677161,0.032931640342016094
2021-11-28,1012,9633,104785,0.02076196408180214,0.029550093979746252
2021-11-29,1982,9193,161232,0.029370172957685195,0.029765202317735606
2021-11-30,1404,8718,146210,0.024432209222298693,0.029583741271798383
2021-12-01,1940,8610,132599,0.03670150987224158,0.02960241745809263
2021-12-02,1466,9105,140855,0.031630971993410216,0.029715059763927035
2021-12-03,1663,11059,122347,0.02748892304910028,0.02894335764610783
2021-12-04,998,12196,138320,0.026894063627418825,0.02842536036509107
2021-12-05,1952,9823,103151,0.02137839763819607,0.027332276555269125
2021-12-06,1386,9306,136403,0.03127014829142489,0.028645799581471967
2021-12-07,3090,8938,123658,0.02852987245468785,0.0285407620185973
2021-12-08,1803,9014,130232,0.032283115154204574,0.029522125260085536
2021-12-09,2673,9235,138238,0.033892799133730375,0.029171036417771634
2021-12-10,1628,10307,106515,0.028524303871155527,0.0287827029024898
2021-12-11,53,11810,107469,0.0331922099915326,0.02949561377029384
2021-12-12,876,9379,87911,0.026442051391406332,0.02943911224079228
2021-12-13,1341,8627,108116,0.050654920598122176,0.03309867761078304
2021-12-14,1858,8401,113293,0.04678014522080705,0.03503742722695581
2021-12-15,1952,8967,143105,0.04806512769042043,0.03747933413142238
2021-12-16,1663,9563,185758,0.0547945205479452,0.04029325980563996
2021-12-17,1602,10302,97496,0.04319549602019025,0.041456096916447444
2021-12-18,1454,12056,89864,0.03292966157929662,0.04200676662996508
2021-12-19,1026,10728,108039,0.031972408650261,0.04185429146230613
2021-12-20,1586,11486,106566,0.04596900574612572,0.04429516075664606
2021-12-21,96,10543,111101,0.06051408517499763,0.045527556328755485
2021-12-22,1964,10954,102461,0.05678291035238269,0.04677790197020244
2021-12-23,1657,10826,104951,0.04914095695547755,0.04691238062833458
2021-12-24,5142,8889,116217,0.05062436719541006,0.04639111145926769
2021-12-25,479,6126,50030,0.04097290238328436,0.04611328725465445
2021-12-26,606,10601,63298,0.06386189982077163,0.04997981703483883
2021-12-27,1748,13345,89159,0.06706631697264893,0.054366555575137324
2021-12-28,1449,14056,108032,0.062037564029595905,0.0563751253605711
2021-12-29,-375,13248,97812,0.06468900966183574,0.05689699092142586
2021-12-30,218,12456,107315,0.06422607578676943,0.0578273866007242
2021-12-31,-303,9906,94046,0.07238037552998183,0.06073231392253724
2022-01-01,74,9775,93860,0.04040920716112532,0.059455418918251644
2022-01-02,967,8984,97579,0.05242653606411398,0.06088712312835535
2022-01-03,1613,8572,146415,0.048296780214652356,0.05894148317759044
2022-01-04,1109,8226,169856,0.050692924872355945,0.056894809165053815
2022-01-05,3237,8506,176330,0.06172113802022102,0.05685525591388196
2022-01-06,1929,8489,167958,0.05524796795853457,0.05567512570096931
2022-01-07,1149,9699,128657,0.05186101659964945,0.05412949330257931
2022-01-08,871,10942,129350,0.043502101992323156,0.05051970911037198
2022-01-09,435,8138,133304,0.042025067584173015,0.05072169166325294
2022-01-10,2042,7679,154176,0.0386769110561271,0.04900298853725458
2022-01-11,1109,7793,168482,0.034774797895547285,0.047312740747366445
2022-01-12,1307,7977,145945,0.047636956249216496,0.046930744669474014
2022-01-13,7310,8574,144719,0.0794261721483555,0.04914387393549082
2022-01-14,2868,10388,127860,0.0597805159799769,0.04971044243817111
2022-01-15,1075,11686,127853,0.03371555707684409,0.047442259997820445
2022-01-16,759,9649,132790,0.03254223235568453,0.046072276293240615
2022-01-17,2198,8890,174075,0.04038245219347582,0.04586694936940346
2022-01-18,3202,7466,154528,0.038440932226091615,0.04583745201564903
2022-01-19,3783,7869,171445,0.04816368026432838,0.04751106231174666
2022-01-20,2634,8885,171650,0.037253798536859874,0.04621316759770209
2022-01-21,2150,10324,157845,0.036129407206509104,0.040801071979971286
2022-01-22,784,11390,143341,0.028884986830553117,0.03693913083629331
2022-01-23,2594,9028,145021,0.034891448825875054,0.037086117304922186
2022-01-24,13905,7758,166115,0.04524361948955916,0.03867379069665652
2022-01-25,3819,7637,164616,0.03509231373576011,0.038012523389442054
2022-01-26,4711,8047,167858,0.04970796570150367,0.03942090257386856
2022-01-27,2283,8878,159997,0.03052489299391755,0.03721605416506721
2022-01-28,2170,9995,167240,0.05542771385692846,0.03948779358007578
2022-01-29,511,10518,132831,0.024624453318121315,0.038049674344027305
2022-01-30,308,8338,133273,0.026025425761573517,0.037692229210404854
